name,id,latitude,longitude,elevation
UST-YUDOMA,310540.0,59.183,135.15,696.0
USUGLI,307640.0,52.654,115.259,2119.0
UYAR,295760.0,55.819,94.314,1234.0
UZHUR,296530.0,55.3,89.817,1270.0
VAL KARKAY,219780.0,70.084,170.925,20.0
VANAVARA,249080.0,60.352,102.301,853.0
VANZHILKYNAK,239660.0,60.35,84.083,325.0
VELMO,239820.0,61.017,93.428,400.0
VELIKIYE LUKI,264770.0,56.35,30.617,338.0
VELSK,228670.0,61.069,42.07,299.0
VERESHCHAGINO KRASNOYARSK,235780.0,64.236,87.573,98.0
VERESHCHAGINO PERM KRAI,282160.0,58.083,54.683,741.0
VERHNEE PENZINO,255380.0,64.217,164.233,1070.0
VERHNYAYA TOM,314590.0,51.35,130.433,856.0
VERHNYAYA TOYMA,227780.0,62.241,45.013,190.0
VERHOJANSK PEREVOZ,246680.0,63.317,132.017,299.0
VERKHNEIMBATSK,236780.0,63.156,87.967,148.0
VERKHNETULOMSKIY,221060.0,68.608,31.804,207.0
VERKHNIY BASKUNCHAK,345790.0,48.217,46.733,115.0
VERKHNY UFALEY,285410.0,56.083,60.3,1309.0
VERKHNYAYA GUTARA,297890.0,54.213,96.969,3228.0
VERKHOTURYE,281440.0,58.867,60.783,413.0
VERKHOYANSK,242660.0,67.565,133.412,446.0
VESLYANA,237010.0,62.998,50.898,338.0
VESYOLAYA GORKA,314180.0,52.283,135.8,659.0
VIKULOVO,284810.0,56.817,70.617,256.0
VILYUYSK,246410.0,63.783,121.617,364.0
VITIM,300540.0,59.461,112.567,623.0
VLADIKAVKAZ,372280.0,43.033,44.683,2306.0
VLADIMIR,275320.0,56.117,40.35,564.0
VLADIVOSTOK,319600.0,43.12,131.916,620.0
VLADIVOSTOK INTL,319741.0,43.399,132.148,46.0
VOLCHIKHA,360220.0,52.022,80.34,682.0
VOLGOGRAD GUMRAK,345600.0,48.783,44.346,482.0
VOLOGDA,270370.0,59.32,39.925,427.0
VONEGAN,238230.0,61.956,64.938,364.0
VORKUTA,232260.0,67.492,63.975,564.0
VOROGOVO,239730.0,61.031,89.614,161.0
VORONEZH,341230.0,51.7,39.217,489.0
VORONEZH CHERTOVITSKY,341220.0,51.814,39.23,515.0
VOROZHEYKA,292530.0,58.456,89.469,440.0
VOSTOCHNAYA,246790.0,63.217,139.6,4226.0
VOZHEGA,229540.0,60.479,40.188,659.0
VYAZMA,266950.0,55.157,34.384,823.0
VYBORG,228920.0,60.717,28.733,43.0
VYTEGRA,228370.0,61.017,36.456,184.0
YAKUTSK,249590.0,62.017,129.717,331.0
YALUTOROVSK,284650.0,56.683,66.35,200.0
YANAUL,284190.0,56.277,54.969,325.0
YARENSK,227980.0,62.172,49.109,302.0
YARKOVO,283660.0,57.417,67.083,171.0
YAROLIN,242190.0,67.133,108.533,774.0
YASHKUL,348660.0,46.183,45.35,-23.0
YAYLYU,360640.0,51.772,87.604,1575.0
YEKATERINBURG KOLTSOVO,284400.0,56.743,60.803,764.0
YEKATERINO-NIKOLSKOYE,317070.0,47.745,130.97,236.0
YELABUGA,317330.0,48.803,135.874,190.0
YELABUGA TATARSTAN,285060.0,55.759,52.044,299.0
YELETS,279280.0,52.633,38.517,548.0
YENISEYSK,292630.0,58.454,92.204,259.0
YERBOGACHEN,248170.0,61.276,108.032,955.0
YERMAKOVSKOYE,298690.0,53.27,92.403,978.0
YEROFEY PAVLOVICH,306830.0,53.967,121.933,1713.0
YERSHOV,341860.0,51.367,48.3,364.0
YUBILEYNAYA,219310.0,70.767,136.217,79.0
YUIL SK,236350.0,63.678,69.65,282.0
YURYEVETS,273550.0,57.333,43.117,433.0
YUZHNO-KURILSK,321650.0,44.023,145.863,161.0
ZAMOKTA,307410.0,52.767,109.967,4219.0
ZAVITINSK,315270.0,50.117,129.467,787.0
ZDVINSK,297120.0,54.717,78.667,371.0
ZEMETCHINO,278570.0,53.483,42.633,430.0
ZEYA,313000.0,53.742,127.276,755.0
ZHERDEVKA,340470.0,51.833,41.483,482.0
ZHIGALOVO,305210.0,54.8,105.167,1375.0
ZHIGANSK,243430.0,66.767,123.4,302.0
ZHIZHGIN,224380.0,65.2,36.817,56.0
ZHURAVLEVKA,319420.0,44.75,134.467,558.0
ZILAIR,350260.0,52.239,57.452,1709.0
ZIMA,306030.0,53.933,102.05,1503.0
ZMEINOGORSK,360380.0,51.155,82.172,1165.0
ZONALNOYE,299390.0,52.672,84.929,738.0
ZVERINOGOLOVSKOYE,287560.0,54.467,64.867,384.0
ZYRYANKA,254000.0,65.747,150.887,141.0
KIGALI INTL,643870.0,-1.969,30.139,4859.0
REUNION ST DENIS GILLOT,619800.0,-20.892,55.529,43.0
ASCENSION,619020.0,-7.97,-14.405,259.0
GOUGH ISLAND,689060.0,-40.349,-9.88,177.0
ST HELENA,619010.0,-15.942,-5.668,1430.0
HEWANORRA INTL,789480.0,13.737,-60.952,33.0
SAINT-PIERRE,718050.0,46.766,-56.179,23.0
APIA,917620.0,-13.815,-171.781,7.0
APIA FALEOLO,917590.0,-13.83,-172.008,59.0
APIA WHARF,917560.0,-13.826,-171.761,10.0
ABHA,411120.0,18.24,42.657,6857.0
AL AQIQ,410550.0,20.296,41.634,5486.0
AL JOUF,403610.0,29.785,40.1,2260.0
AL WAJH,404000.0,26.199,36.476,66.0
AL-AHSA,404200.0,25.285,49.485,587.0
ARAR,403570.0,30.907,41.138,1814.0
BISHA,410840.0,19.984,42.621,3888.0
DAMMAM KING FAHD INTL,404150.0,26.433,49.8,39.0
DHAHARAN KING ABDULAZIZ AB,404160.0,26.265,50.152,85.0
GASSIM,404050.0,26.3,43.767,2126.0
GURAYAT,403600.0,31.412,37.279,1673.0
HAIL,403940.0,27.438,41.686,3330.0
JEDDAH KING ABDULAZIZ INTL,410240.0,21.68,39.157,49.0
JIZAN,411400.0,16.896,42.584,20.0
KHAMIS MUSHAIT,411140.0,18.297,42.804,6778.0
MAKKAH,410300.0,21.437,39.77,787.0
MEDINA PRINCE ABDULAZIZ INTL,404300.0,24.553,39.705,2152.0
NAJRAN,411280.0,17.611,44.419,3983.0
QAISUMAH,403730.0,28.335,46.125,1175.0
RAFHA,403620.0,29.626,43.491,1473.0
RIYADH KING KHALED INTL,404370.0,24.958,46.699,2051.0
RIYADH KING SALMAN AB,404380.0,24.722,46.725,2083.0
SHARORAH,411360.0,17.467,47.121,2362.0
TABUK,403750.0,28.365,36.619,2552.0
TAIF,410360.0,21.483,40.544,4849.0
TURAIF,403560.0,31.693,38.731,2802.0
WADI AL DAWASIR,410610.0,20.504,45.2,2064.0
YANBU PRINCE ABDULAZIZ,404390.0,24.144,38.063,26.0
CAP SKIRRING,616970.0,12.395,-16.748,52.0
DAKAR,616410.0,14.74,-17.49,85.0
KAOLACK,616790.0,14.147,-16.051,26.0
LINGUERE,616270.0,15.383,-15.117,69.0
MATAM,616300.0,15.63,-13.25,49.0
SAINT-LOUIS,616000.0,16.051,-16.463,10.0
TAMBACOUNDA,616870.0,13.737,-13.653,161.0
ZIGUINCHOR,616950.0,12.556,-16.282,75.0
BANATSKI KARLOVAC,131800.0,45.05,21.033,299.0
BEOGRAD,132740.0,44.798,20.465,433.0
BEOGRAD BATAJNICA,132725.0,44.935,20.258,266.0
BEOGRAD SURCIN,132720.0,44.818,20.309,335.0
CRNI VRH,132890.0,44.13,21.964,3409.0
CUPRIJA,133840.0,43.933,21.383,410.0
DIMITROVGRAD,133970.0,43.017,22.75,1476.0
KIKINDA,131740.0,45.85,20.467,269.0
KOPAONIK,133780.0,43.284,20.802,5620.0
KRAGUJEVAC,132780.0,44.033,20.933,607.0
KRALJEVO,133760.0,43.7,20.7,712.0
KRUSEVAC,133830.0,43.564,21.34,548.0
LESKOVAC,133890.0,42.983,21.95,761.0
LOZNICA,132620.0,44.55,19.233,400.0
NEGOTIN,132950.0,44.233,22.55,144.0
NIS,133880.0,43.337,21.854,650.0
NOVI SAD RIMSKI SANCEVI,131680.0,45.333,19.85,285.0
PALIC,130670.0,46.1,19.767,344.0
POZEGA UZICKA,133700.0,43.833,20.033,1024.0
SJENICA,133690.0,43.283,20.0,3409.0
SMEDEREVSKA PALANKA,132790.0,44.367,20.95,400.0
SOMBOR,131600.0,45.767,19.15,292.0
SREMSKA MITROVICA,132660.0,45.1,19.55,272.0
UZICE-PONIKVE,133766.0,43.9,19.7,2966.0
VALJEVO,132690.0,44.317,19.917,581.0
VELIKO GRADISTE,132850.0,44.75,21.517,276.0
VRANJE,134890.0,42.55,21.917,1424.0
VRSAC,131830.0,45.147,21.31,276.0
ZLATIBOR,133670.0,43.733,19.717,3376.0
ZRENJANIN,131730.0,45.367,20.417,269.0
VICTORIA-SEYCHELLES,639800.0,-4.674,55.522,10.0
SINGAPORE CHANGI INTL,486980.0,1.368,103.983,23.0
SINGAPORE PAYA LEBAR,486940.0,1.36,103.91,66.0
SINGAPORE SELETAR,486990.0,1.417,103.868,36.0
PRINCESS JULIANA INTL,788660.0,18.046,-63.115,13.0
BRATISLAVA-LETISKO,118160.0,48.17,17.208,440.0
CHOPOK,119160.0,48.943,19.589,6585.0
DUDINCE,118800.0,48.167,18.867,459.0
HURBANOVO,118580.0,47.867,18.2,407.0
JASLOVSKE BOHUNICE,118190.0,48.486,17.664,584.0
KAMENICA NAD CIROCHOU,119930.0,48.933,22.0,584.0
KOSICE,119680.0,48.663,21.241,758.0
LIESEK,119180.0,49.367,19.683,2274.0
LOMNICKY STIT,119300.0,49.195,20.213,8645.0
LUCENEC,119270.0,48.333,19.733,705.0
MILHOSTOV,119780.0,48.667,21.733,348.0
MOCHOVCE,118560.0,48.289,18.455,856.0
NITRA,118550.0,48.283,18.133,446.0
PIESTANY,118260.0,48.617,17.833,538.0
POPRAD-GANOVCE,119520.0,49.033,20.317,2306.0
POPRAD-TATRY,119340.0,49.074,20.241,2356.0
PRIEVIDZA,118670.0,48.767,18.6,856.0
SLIAC,119030.0,48.65,19.15,1033.0
STROPKOV TISINEC,119760.0,49.217,21.65,712.0
TELGART,119380.0,48.85,20.183,2972.0
ZILINA HRICOV,118410.0,49.233,18.614,1020.0
CERKLJE OB KRKI,141220.0,45.901,15.516,531.0
KREDARICA,140080.0,46.379,13.849,8251.0
LISCA,140240.0,46.068,15.285,3087.0
LJUBLJANA BEZIGRAD,140150.0,46.066,14.512,978.0
LJUBLJANA BRNIK,140140.0,46.218,14.473,1273.0
MARIBOR SLIVNICA,140260.0,46.48,15.682,876.0
MURSKA SOBOTA,140310.0,46.652,16.191,614.0
NOVA GORICA,141060.0,45.895,13.624,184.0
NOVO MESTO,141210.0,45.802,15.177,722.0
PORTOROZ SECOVLJE,141050.0,45.475,13.616,7.0
SLOVENJ GRADEC,140210.0,46.49,15.111,1457.0
HONIARA,915170.0,-9.435,159.954,184.0
HONIARA INTL,915200.0,-9.429,160.047,30.0
ALEXANDER BAY,684030.0,-28.57,16.529,92.0
BEAUFORT WEST,687270.0,-32.347,22.573,2949.0
BETHLEHEM,684610.0,-28.25,28.334,5535.0
BHISHO,687520.0,-32.894,27.287,1936.0
BLOEMFONTEIN INTL,684420.0,-29.104,26.298,4439.0
BRANDVLEI,685230.0,-30.465,20.478,3025.0
CALVINIA,686180.0,-31.482,19.762,3205.0
CAPE AGULHAS,689200.0,-34.826,20.013,13.0
CAPE COLUMBINE,687120.0,-32.828,17.856,180.0
CAPE POINT,689160.0,-34.353,18.489,748.0
CAPE TOWN INTL,688160.0,-33.963,18.602,138.0
CAPE TOWN PORTNET,688170.0,-33.921,18.443,7.0
CHARTERS CREEK,684910.0,-28.198,32.414,26.0
CRADOCK,687440.0,-32.167,25.625,3038.0
DE AAR,685380.0,-30.665,23.993,4219.0
DURBAN,685880.0,-30.013,30.926,46.0
EAST LONDON,688580.0,-33.036,27.816,381.0
ELLIOT,686510.0,-31.336,27.84,4800.0
ERMELO,682670.0,-26.498,29.984,5820.0
FORT BEAUFORT,687470.0,-32.788,26.629,1493.0
GEORGE,688280.0,-34.004,22.384,627.0
GIANTS CASTLE,685890.0,-29.265,29.522,5781.0
GRAAFF-REINET,687370.0,-32.193,24.543,2598.0
GRABOUW ELGIN,689250.0,-34.153,19.03,974.0
GRAHAMSTOWN,688490.0,-33.291,26.503,2106.0
GRASKOP,682870.0,-24.935,30.838,4711.0
GREYTOWN,684870.0,-29.083,30.603,3376.0
HERMANUS,689180.0,-34.432,19.225,52.0
HOEDSPRUIT,682910.0,-24.352,31.049,1719.0
IXOPO,685750.0,-30.152,30.075,3074.0
JOHANNESBURG BOTANICAL,683610.0,-26.157,27.999,5328.0
JOHANNESBURG INTL,683680.0,-26.143,28.235,5561.0
KIMBERLEY,684380.0,-28.806,24.77,3924.0
KING SHAKA INTL,685920.0,-29.602,31.124,358.0
KNYSNA,689350.0,-34.049,23.081,177.0
KOINGNAAS,685130.0,-30.196,17.29,312.0
KROONSTAD,683550.0,-27.666,27.314,4705.0
KRUGER MPUMALANGA INTL,682904.0,-25.388,31.099,2828.0
LADYSMITH,684790.0,-28.576,29.75,3507.0
LAINGSBURG,687230.0,-33.191,20.863,2152.0
LAMBERTS BAY NORTIER,686130.0,-32.035,18.332,308.0
LANGEBAANWEG,687140.0,-32.972,18.158,102.0
LANSERIA,682635.0,-25.939,27.926,4518.0
LEPHALALE,681550.0,-23.677,27.705,2753.0
LICHTENBURG,683410.0,-26.133,26.164,4872.0
LYDENBURG,681850.0,-25.112,30.477,4701.0
MAFIKENG,682420.0,-25.804,25.543,4203.0
MALMESBURY,687150.0,-33.472,18.718,331.0
MARGATE,685910.0,-30.859,30.343,505.0
MARION ISLAND,689940.0,-46.877,37.859,79.0
MIDRAND GRAND CENTRAL,682650.0,-25.986,28.14,5318.0
MOKOPANE,682710.0,-24.197,29.007,3599.0
MOSSEL BAY,689280.0,-34.19,22.132,194.0
MOUNT EDGECOMBE,685830.0,-29.707,31.046,308.0
MTHATHA,686680.0,-31.55,28.674,2451.0
MTUNZINI,684970.0,-28.95,31.7,125.0
NELSPRUIT,682890.0,-25.503,30.912,2897.0
NOUPOORT,686330.0,-31.186,24.96,4905.0
PATENSIE,688350.0,-33.765,24.823,318.0
PHALABORWA,681900.0,-23.937,31.155,1434.0
PIETERMARITZBURG,685810.0,-29.628,30.403,2208.0
POFADDER,684160.0,-29.124,19.389,3222.0
POLOKWANE,681740.0,-23.858,29.452,4022.0
PORT ALFRED,688430.0,-33.559,26.881,276.0
PORT EDWARD,685870.0,-31.062,30.221,36.0
PORT ELIZABETH INTL,688420.0,-33.986,25.616,207.0
PORT NOLLOTH,684080.0,-29.25,16.869,23.0
PORTERVILLE,687170.0,-33.013,18.977,400.0
POTCHEFSTROOM,683500.0,-26.736,27.076,4432.0
PRETORIA EENDRACHT,682620.0,-25.743,28.186,4291.0
PRETORIA IRENE,682630.0,-25.911,28.211,5007.0
QUEENSTOWN,686470.0,-31.918,26.878,3622.0
RIVERSDALE,689260.0,-34.096,21.252,499.0
RUSTENBURG,682550.0,-25.661,27.232,3773.0
SLANGKOP,689120.0,-34.148,18.319,23.0
SPRINGBOK,685120.0,-29.669,17.879,3301.0
ROTA AB,84490.0,36.639,-6.332,85.0
ROZAS AP,80080.0,43.111,-7.458,1463.0
SALAMANCA AP,82020.0,40.96,-5.498,2605.0
SAN SEBASTIAN IGUELDO,80270.0,43.306,-2.041,850.0
SANTA CRUZ DE TENERIFE,600200.0,28.463,-16.256,118.0
SANTANDER,80230.0,43.491,-3.801,194.0
SANTIAGO DE COMPOSTELA AP,80420.0,42.888,-8.411,1214.0
SEVILLA AP,83910.0,37.417,-5.879,112.0
TENERIFE SUR,600250.0,28.044,-16.572,210.0
VALENCIA AP,82840.0,39.485,-0.475,203.0
VALLADOLID,81410.0,41.641,-4.754,2411.0
VIGO AP,80450.0,42.239,-8.624,856.0
VITORIA AP,80800.0,42.872,-2.733,1683.0
ZARAGOZA AP,81600.0,41.661,-1.004,846.0
ANURADHAPURA,434210.0,8.301,80.428,325.0
BATTICALOA,434360.0,7.712,81.701,20.0
COLOMBO,434660.0,6.905,79.872,23.0
COLOMBO RATMALANA,434670.0,6.822,79.886,23.0
GALLE,434950.0,6.03,80.214,43.0
HAMBANTOTA,434970.0,6.122,81.129,66.0
KANDY,434440.0,7.334,80.627,1565.0
KATUNAYAKE,434500.0,7.167,79.883,26.0
NUWARA ELIYA,434730.0,6.97,80.779,6168.0
PUTTALAM,434240.0,8.027,79.842,7.0
RATNAPURA,434860.0,6.713,80.381,289.0
TRINCOMALEE CHINA BAY,434180.0,8.539,81.182,7.0
KHARTOUM INTL,627210.0,15.589,32.553,1266.0
ZANDERIJ,812250.0,5.453,-55.188,59.0
AKSELOYA,10170.0,77.689,14.784,20.0
BARENTSBURG,201070.0,78.056,14.221,249.0
BJORNOYA,10280.0,74.504,19.001,59.0
HOPEN,10620.0,76.509,25.013,33.0
HORNSUND,10030.0,77.0,15.5,39.0
JAN MAYEN,10010.0,70.94,-8.668,30.0
NY-ALESUND,10070.0,78.923,11.933,26.0
SVALBARD,10080.0,78.246,15.466,89.0
ADELSO,24860.0,59.358,17.521,20.0
ALVDALEN,23210.0,61.254,14.036,830.0
ALVSBYN,21730.0,65.669,21.062,141.0
AMOT,24400.0,60.961,16.428,531.0
ANGELHOLM HELSINGBORG,25635.0,56.298,12.844,59.0
ARE,22170.0,63.374,13.161,1322.0
ARE OSTERSUND,22260.0,63.197,14.486,1234.0
ARJEPLOG,21240.0,66.051,17.84,1417.0
ARVIDSJAUR,21490.0,65.594,19.264,1260.0
ARVIKA,24110.0,59.674,12.635,217.0
ASELE,22540.0,64.165,17.315,1010.0
AXSTAL,25450.0,58.572,14.557,305.0
BERGA,24890.0,59.069,18.118,13.0
BERGARUD,25210.0,58.6,12.413,194.0
BJUROKLUBB,22970.0,64.48,21.575,115.0
BLOMSKOG,24080.0,59.221,12.075,561.0
BODEN,21710.0,65.815,21.64,82.0
BORTNAN,23190.0,62.755,13.843,1532.0
BRAMON,23680.0,62.22,17.739,59.0
BRATTMON,24130.0,60.757,12.772,653.0
BURESJON,21350.0,65.558,17.855,1289.0
DAGLOSEN,24290.0,59.661,14.18,436.0
DALA,24350.0,60.429,15.501,492.0
DELSBO,23470.0,61.826,16.538,236.0
DRAVAGEN,23170.0,62.094,13.609,1857.0
EDSBYN,23380.0,61.361,15.714,607.0
EFTRA-BROEN V,26030.0,56.862,12.663,33.0
EGGEGRUND,24500.0,60.73,17.558,13.0
ENKOPING,24430.0,59.656,17.112,85.0
ESKILSTUNA,24490.0,59.383,16.452,39.0
FALSTERBO,26160.0,55.381,12.816,16.0
FARO ISLAND,25880.0,57.96,19.348,26.0
FAROSUND AR,25870.0,57.916,18.953,43.0
FILM,24560.0,60.236,17.904,115.0
FLATRUET,23030.0,62.729,12.726,3058.0
FLODA,24760.0,59.056,16.394,108.0
FOLKARNA,24440.0,60.167,16.317,230.0
FOLLINGE,22310.0,63.676,14.605,1188.0
FRANSTA,23420.0,62.517,16.183,344.0
FREDRIKA,22630.0,64.074,18.362,1073.0
GADDEDE 1,22220.0,64.5,14.167,1083.0
GADDEDE 2,22190.0,64.504,14.221,1814.0
GALLIVARE LAPLAND,20490.0,67.141,20.641,1178.0
GARDSJO,25460.0,58.877,14.387,696.0
GAVLE,24530.0,60.716,17.161,52.0
GIELAS,21100.0,65.327,15.065,1893.0
GLADHAMMAR,25590.0,57.707,16.453,115.0
GOTEBORG,25130.0,57.716,11.992,10.0
GOTEBORG LANDVETTER,25260.0,57.663,12.28,505.0
GOTEBORG SAVE,25120.0,57.775,11.87,59.0
GOTSKA SANDON,25890.0,58.394,19.194,52.0
GUBBHOGEN,22300.0,64.217,15.553,1017.0
GUNNARN,21260.0,65.009,17.699,823.0
GUSTAVSFORS,24260.0,60.151,13.797,617.0
HAGSHULT,25560.0,57.292,14.137,558.0
HALLANDS VADERO,26050.0,56.45,12.545,33.0
HALLANDSASEN,26020.0,56.404,12.944,522.0
HALLHAXASEN,22360.0,63.769,15.328,1234.0
HALLUM,25420.0,58.322,13.038,233.0
HALMSTAD,26040.0,56.691,12.924,79.0
HAMRA,23290.0,61.66,14.992,1493.0
HANO,26280.0,56.014,14.846,197.0
HAPARANDA,21970.0,65.824,24.111,52.0
HARJEDALEN SVEG,23270.0,62.046,14.407,1188.0
HARSTENA,25630.0,58.251,17.011,46.0
HELSINGBORG,26110.0,56.03,12.765,144.0
HELSINGE SODERHAMN,22861.0,61.262,17.098,118.0
HEMAVAN TARNABY,21010.0,65.808,15.085,1503.0
HEMAVAN-GIEREVARTO,21030.0,65.781,15.062,2602.0
HEMLING,22650.0,63.65,18.547,600.0
HOBURG FYR,26790.0,56.921,18.151,128.0
HOGFJALLSHOTELLET,23110.0,61.158,13.114,2464.0
HOKMARKSBERGET,22920.0,64.436,21.28,302.0
HOLMOGADDS FYR,22880.0,63.594,20.752,20.0
HOLMON,22870.0,63.792,20.861,49.0
HORBY,26230.0,55.863,13.666,374.0
HORN,25570.0,57.886,15.862,299.0
HOTING,22420.0,64.088,16.236,791.0
HUD,25070.0,58.661,11.418,312.0
HULTSFRED,25650.0,57.526,15.823,367.0
HUNGE,23310.0,62.75,15.084,1125.0
IDRE FJALL,23070.0,61.889,12.852,2851.0
IDVATTNET,22520.0,64.45,17.083,1158.0
JARNASKLUBB,22840.0,63.435,19.673,20.0
JOKKMOKK,21510.0,66.496,20.147,902.0
JONKOPING,25500.0,57.758,14.069,741.0
JUNSELE,22430.0,63.684,16.95,719.0
KALIX-STORON,21910.0,65.697,23.096,13.0
KALMAR OLAND,26700.0,56.678,16.292,13.0
KARESUANDO,20810.0,68.442,22.444,1089.0
KARLSBORG,25440.0,58.517,14.517,308.0
KARLSTAD AP,24180.0,59.445,13.337,351.0
KARLSTAD SOL,24150.0,59.359,13.472,151.0
KATTERJAKK,20200.0,68.42,18.168,1696.0
KERSTINBO,24820.0,60.268,16.974,187.0
KETTSTAKA,25540.0,58.716,15.027,738.0
KILSBERGEN-SUTTARBODA,24520.0,59.3,14.896,719.0
KIRUNA,20440.0,67.823,20.34,1467.0
KLIMPFJALL,21080.0,65.067,14.8,1946.0
KLOTEN,24310.0,59.87,15.252,948.0
KLOVSJOHOJDEN,23250.0,62.495,14.154,2635.0
KOLMARDEN-STROMSFORS,25580.0,58.689,16.307,509.0
KORSVATTNET,22210.0,63.839,13.501,2352.0
KOSTA,26610.0,56.84,15.47,761.0
KRAMFORS HOGA KUSTEN,22590.0,63.049,17.769,33.0
KRANGEDE,22470.0,63.151,16.17,604.0
KRISTIANSTAD OSTERLEN,26510.0,55.922,14.086,75.0
KROPPEFJALL-GRANAN,25400.0,58.606,12.197,571.0
KUGGOREN,23550.0,61.703,17.522,33.0
KULLENS FYR,26060.0,56.301,12.452,236.0
KVIKKJOKK ARRENJARKA,21190.0,66.883,18.023,1050.0
KYMBO V,25530.0,58.079,13.785,728.0
LAINIO,20860.0,67.761,22.352,1040.0
LAKATRASK,21740.0,66.279,21.129,607.0
LANDSORT,25670.0,58.743,17.868,66.0
LATNIVAARA,20380.0,67.255,20.27,1486.0
LILLVIKEN-ROPARUDDEN V,21300.0,66.486,16.417,1578.0
LINKOPING,25625.0,58.406,15.681,171.0
LINKOPING MALMEN,25620.0,58.402,15.526,308.0
LJUNGBY,26220.0,56.852,13.879,486.0
LJUNGBYHED,20001.0,56.083,13.213,141.0
LULEA KALLAX,21860.0,65.543,22.119,66.0
LUNGO,23820.0,62.642,18.09,59.0
LYCKSELE,22610.0,64.548,18.713,692.0
MALA-BRANNAN,21470.0,65.151,18.594,1191.0
MALEXANDER,25520.0,58.072,15.233,646.0
MALILLA,25660.0,57.385,15.801,322.0
MALMO,26350.0,55.572,13.071,69.0
MALMO AP,26360.0,55.523,13.379,236.0
MALUNG A,24070.0,60.676,13.707,1004.0
MASESKAR,25050.0,58.094,11.332,49.0
MATTMAR V,22160.0,63.305,13.877,1181.0
MIERKENIS,21210.0,66.68,16.105,2018.0
MORA SILJIAN,24410.0,60.96,14.504,646.0
NAIMAKKA,20550.0,68.676,21.523,1319.0
NATTAVAARA,21610.0,66.752,20.928,1073.0
NAVEN,24030.0,58.7,13.111,174.0
NEDRE SOPPERO,20540.0,68.044,21.755,1181.0
NIDINGEN,25180.0,57.304,11.905,13.0
NIKKALUOKTA,20360.0,67.853,19.021,1535.0
NORDKOSTER,25000.0,58.892,11.004,115.0
NORRBERG-NORRHOG V,23370.0,62.263,15.671,1050.0
NORRKOPING,25740.0,58.583,16.147,138.0
NORRKOPING BRAVALLA,25700.0,58.617,16.117,108.0
NORRKOPING KUNGSANGEN,25710.0,58.586,16.251,33.0
NORSJO,22710.0,64.925,19.374,1017.0
OLANDS NORRA UDDE,25750.0,57.367,17.095,10.0
OLANDS SODRA UDDE,26440.0,56.198,16.4,7.0
OLANDSBRON LAG,26460.0,56.667,16.461,33.0
OREBRO,24320.0,59.229,15.046,174.0
ORNSKOLDSVIK,22670.0,63.412,18.98,354.0
ORSKAR,24880.0,60.526,18.373,23.0
OSBY,26260.0,56.374,13.938,295.0
OSTERGARNSHOLM,25980.0,57.441,18.984,26.0
OSTMARK,24000.0,60.35,12.65,1017.0
OVERKALIX-SVARTBYN,21810.0,66.262,22.843,203.0
PAHAROVA,21840.0,66.809,22.331,748.0
PAJALA,20950.0,67.204,23.39,538.0
PALKEM,21640.0,66.383,21.633,863.0
PARKALOMPOLO,20720.0,67.73,22.822,1027.0
PETISTRASK,22820.0,64.566,19.694,846.0
PITE-RONNSKAR,21760.0,65.034,21.561,16.0
RANGEDALA,25360.0,57.785,13.164,981.0
RENSJON,20310.0,68.073,19.835,1617.0
RISTRASK V,22560.0,64.734,17.403,1886.0
RITSEM,20130.0,67.727,17.471,1781.0
RODKALLEN,21880.0,65.312,22.371,7.0
ROMA,25950.0,57.544,18.425,105.0
RONNEBY,26640.0,56.267,15.268,190.0
RORBACKSNAS,23060.0,61.133,12.817,1526.0
RYNGE,26090.0,55.474,13.668,164.0
SAITTAROVA,20640.0,67.336,22.229,787.0
SALA,24810.0,59.909,16.684,190.0
SARNA,23160.0,61.691,13.187,1394.0
SATENAS,25200.0,58.436,12.707,177.0
SAXNAS V,22330.0,64.968,15.379,1788.0
SILLRE,23490.0,62.763,16.739,673.0
SINGO,24740.0,60.167,18.75,46.0
SKAGSUDDE,22690.0,63.188,19.016,30.0
SKARPO,24870.0,59.345,18.74,72.0
SKELLEFTEA,22930.0,64.624,21.072,157.0
SKEPPMORA,24720.0,60.123,15.123,787.0
SKILLINGE,26250.0,55.489,14.314,13.0
SKOVDE,25350.0,58.456,13.973,325.0
SODERARM,24930.0,59.753,19.405,46.0
STEKENJOKK,21020.0,65.093,14.506,3399.0
STOCKHOLM ARLANDA,24600.0,59.627,17.954,138.0
STOCKHOLM OBSERVATORIET,24840.0,59.342,18.055,144.0
STOCKHOLM VASTERAS,24460.0,59.589,16.634,20.0
STOCKHOLMN BROMMA,24640.0,59.354,17.942,46.0
STOCKHOLMN SKAVSTA,24853.0,58.789,16.912,141.0
STORA SJOFALLET,20240.0,67.495,18.291,1394.0
STORA SPANSBERGET,24680.0,60.382,15.137,1617.0
STORBO,23020.0,61.84,12.288,2169.0
STORLIEN-STORVALLEN,22070.0,63.283,12.122,1913.0
SUNDSVALL RASTA V,23540.0,62.431,17.345,262.0
SUNDSVALL TIMRA,23660.0,62.528,17.444,16.0
SUNNE,24230.0,59.864,13.117,358.0
SVANBERGA,24900.0,59.832,18.631,52.0
SVENSKA HOGARNA,24960.0,59.444,19.506,39.0
SYLARNA,22090.0,63.044,12.275,3379.0
TANNAS,23080.0,62.449,12.668,2375.0
TARFALA,20290.0,67.912,18.61,3760.0
TJAKAAPE,21410.0,66.3,19.2,1909.0
